OrderID,OrderDate,Country,Region,Category,Product,UnitsSold,UnitPrice,TotalRevenue
1690,2024-03-19,Mexico,North America,Books,Cookbook,49,60.99,2988.51
1691,2023-01-12,Netherlands,Europe,Books,Fiction Novel,17,38.29,650.93
1692,2023-07-10,Nigeria,Africa,Apparel,Dress,40,194.89,7795.6
1693,2023-05-20,Japan,Asia,Home Goods,Blender,29,218.53,6337.37
1694,2024-02-12,Saudi Arabia,Asia,Books,Science Journal,49,72.63,3558.87
1695,2024-11-24,Russia,Europe,Apparel,Dress,8,116.65,933.2
1696,2025-01-20,Japan,Asia,Books,Cookbook,40,69.95,2798.0
1697,2023-08-14,Saudi Arabia,Asia,Electronics,Tablet,5,156.96,784.8
1698,2024-08-14,Canada,North America,Books,Fiction Novel,50,63.34,3167.0
1699,2025-06-17,Brazil,South America,Electronics,Laptop,15,1282.91,19243.65
1700,2025-06-12,Vietnam,Asia,Apparel,Sneakers,30,208.61,6258.3
1701,2024-03-14,South Korea,Asia,Electronics,Smartwatch,2,175.1,350.2
1702,2025-01-27,Japan,Asia,Home Goods,Vacuum Cleaner,45,429.5,19327.5
1703,2024-08-23,Vietnam,Asia,Electronics,Headphones,30,1318.12,39543.6
1704,2024-01-08,Vietnam,Asia,Books,History Text,28,69.82,1954.96
1705,2023-06-18,South Africa,Africa,Electronics,Tablet,12,1436.69,17240.28
1706,2023-02-02,Spain,Europe,Home Goods,Bed Frame,28,103.05,2885.4
1707,2025-05-08,Malaysia,Asia,Home Goods,Bed Frame,13,581.84,7563.92
1708,2024-04-11,United Kingdom,Europe,Apparel,T-Shirt,22,28.27,621.94
1709,2025-06-26,South Africa,Africa,Books,Fiction Novel,44,74.28,3268.32
1710,2025-02-28,Vietnam,Asia,Home Goods,Vacuum Cleaner,32,702.17,22469.44
1711,2023-08-18,Canada,North America,Books,Fiction Novel,44,19.17,843.48
1712,2023-05-13,Australia,Oceania,Electronics,Headphones,12,1312.59,15751.08
1713,2025-01-06,Switzerland,Europe,Electronics,Laptop,48,542.6,26044.8
1714,2024-09-07,Spain,Europe,Electronics,Tablet,47,1031.26,48469.22
1715,2023-01-08,Argentina,South America,Apparel,T-Shirt,47,199.52,9377.44
1716,2024-05-23,Egypt,Africa,Books,History Text,30,69.64,2089.2
1717,2023-02-09,Germany,Europe,Electronics,Headphones,19,773.74,14701.06
1718,2024-11-06,Spain,Europe,Apparel,Jacket,47,215.73,10139.31
1719,2024-12-29,Vietnam,Asia,Books,Science Journal,49,58.4,2861.6
1720,2024-11-07,Canada,North America,Apparel,Sneakers,46,249.84,11492.64
1721,2025-07-06,Spain,Europe,Home Goods,Coffee Maker,1,646.23,646.23
1722,2024-05-29,Philippines,Asia,Home Goods,Sofa,46,182.21,8381.66
1723,2024-08-13,Canada,North America,Electronics,Tablet,19,352.22,6692.18
1724,2023-08-23,United States,North America,Home Goods,Vacuum Cleaner,33,650.36,21461.88
1725,2023-11-17,Mexico,North America,Electronics,Smartphone,22,1278.91,28136.02
1726,2025-07-25,Bangladesh,Asia,Books,Fiction Novel,6,40.07,240.42
1727,2025-03-29,Thailand,Asia,Electronics,Headphones,2,1265.16,2530.32
1728,2023-01-07,Thailand,Asia,Books,Science Journal,14,70.83,991.62
1729,2023-09-04,Egypt,Africa,Electronics,Smartphone,47,1373.56,64557.32
1730,2023-02-01,Bangladesh,Asia,Books,Fiction Novel,9,62.96,566.64
1731,2025-05-04,United Kingdom,Europe,Electronics,Laptop,40,711.55,28462.0
1732,2023-09-28,South Africa,Africa,Books,History Text,3,62.44,187.32
1733,2024-01-19,France,Europe,Books,History Text,26,26.02,676.52
1734,2023-07-16,Netherlands,Europe,Apparel,Dress,18,69.02,1242.36
1735,2024-11-05,Russia,Europe,Books,Biography,18,41.03,738.54
1736,2024-06-09,Mexico,North America,Books,Science Journal,33,48.16,1589.28
1737,2024-08-02,Italy,Europe,Books,Fiction Novel,22,68.76,1512.72
1738,2023-07-21,Bangladesh,Asia,Apparel,T-Shirt,4,233.29,933.16
1739,2024-09-07,Thailand,Asia,Apparel,Jeans,6,42.63,255.78
1740,2023-03-10,South Africa,Africa,Home Goods,Blender,47,37.73,1773.31
1741,2024-07-13,Brazil,South America,Apparel,Dress,15,202.05,3030.75
1742,2024-12-12,Pakistan,Asia,Home Goods,Bed Frame,1,387.13,387.13
1743,2023-07-13,China,Asia,Apparel,T-Shirt,42,107.41,4511.22
1744,2023-04-28,Philippines,Asia,Apparel,Jacket,9,91.01,819.09
1745,2025-07-25,China,Asia,Electronics,Smartphone,24,446.63,10719.12
1746,2025-02-13,China,Asia,Apparel,T-Shirt,6,212.0,1272.0
1747,2024-12-14,Bangladesh,Asia,Books,History Text,18,14.18,255.24
1748,2024-08-11,Brazil,South America,Electronics,Headphones,26,1315.84,34211.84
1749,2025-03-30,China,Asia,Home Goods,Sofa,39,603.95,23554.05
1750,2023-05-23,Nigeria,Africa,Electronics,Tablet,46,883.86,40657.56
1751,2025-02-17,China,Asia,Apparel,Jeans,45,231.24,10405.8
1752,2025-05-04,South Africa,Africa,Electronics,Tablet,36,1293.99,46583.64
1753,2023-02-10,Netherlands,Europe,Electronics,Smartwatch,44,930.37,40936.28
1754,2025-02-20,Brazil,South America,Electronics,Smartwatch,37,981.03,36298.11
1755,2025-02-14,Mexico,North America,Electronics,Smartphone,32,1209.01,38688.32
1756,2023-05-01,Canada,North America,Electronics,Smartphone,39,304.5,11875.5
1757,2024-02-04,Bangladesh,Asia,Electronics,Tablet,13,709.46,9222.98
1758,2023-08-24,Saudi Arabia,Asia,Books,History Text,35,70.43,2465.05
1759,2025-01-26,Vietnam,Asia,Books,Science Journal,2,56.48,112.96
1760,2024-05-04,Australia,Oceania,Electronics,Tablet,7,1412.89,9890.23
1761,2025-04-17,South Korea,Asia,Home Goods,Blender,39,230.16,8976.24
1762,2023-06-23,Indonesia,Asia,Home Goods,Coffee Maker,8,508.91,4071.28
1763,2024-04-20,France,Europe,Electronics,Tablet,25,1418.99,35474.75
1764,2023-06-27,Vietnam,Asia,Books,Science Journal,36,69.95,2518.2
1765,2023-09-20,Indonesia,Asia,Books,Fiction Novel,28,24.57,687.96
1766,2023-06-19,Nigeria,Africa,Home Goods,Coffee Maker,4,699.08,2796.32
1767,2025-06-18,Brazil,South America,Electronics,Smartwatch,47,1374.84,64617.48
1768,2023-04-14,Switzerland,Europe,Books,Science Journal,9,72.61,653.49
1769,2024-05-16,South Korea,Asia,Electronics,Laptop,34,1179.65,40108.1
1770,2025-07-27,Japan,Asia,Books,History Text,5,60.61,303.05
1771,2023-09-28,Russia,Europe,Electronics,Tablet,17,119.57,2032.69
1772,2025-04-27,Pakistan,Asia,Books,Cookbook,4,21.34,85.36
1773,2025-06-01,Philippines,Asia,Home Goods,Blender,20,269.63,5392.6
1774,2025-05-03,United States,North America,Books,Biography,47,44.8,2105.6
1775,2024-03-09,Bangladesh,Asia,Home Goods,Bed Frame,26,744.58,19359.08
1776,2023-01-10,Australia,Oceania,Home Goods,Bed Frame,19,794.46,15094.74
1777,2023-07-11,Egypt,Africa,Books,History Text,37,14.85,549.45
1778,2024-01-02,South Africa,Africa,Books,Cookbook,29,33.87,982.23
1779,2023-04-11,Vietnam,Asia,Apparel,Sneakers,46,204.23,9394.58
1780,2024-10-30,Philippines,Asia,Home Goods,Coffee Maker,36,167.54,6031.44
1781,2023-10-18,Netherlands,Europe,Electronics,Smartphone,7,121.49,850.43
1782,2023-11-07,Japan,Asia,Apparel,Jacket,3,82.49,247.47
1783,2025-03-31,Turkey,Europe,Electronics,Headphones,7,853.35,5973.45
1784,2023-09-15,Indonesia,Asia,Electronics,Smartwatch,47,536.69,25224.43
1785,2024-02-02,Russia,Europe,Books,Science Journal,21,56.21,1180.41
1786,2023-08-27,United States,North America,Books,Fiction Novel,47,56.29,2645.63
1787,2024-04-12,Vietnam,Asia,Books,History Text,2,28.95,57.9
1788,2025-04-27,Switzerland,Europe,Home Goods,Vacuum Cleaner,2,208.47,416.94
1789,2025-01-24,Mexico,North America,Electronics,Headphones,18,1213.66,21845.88
1790,2024-10-27,Spain,Europe,Electronics,Smartphone,39,1049.5,40930.5
1791,2024-07-20,Pakistan,Asia,Electronics,Smartwatch,42,375.42,15767.64
1792,2025-01-22,China,Asia,Apparel,Jeans,2,211.68,423.36
1793,2024-05-25,Russia,Europe,Books,History Text,31,38.19,1183.89
1794,2023-04-12,Indonesia,Asia,Home Goods,Bed Frame,13,54.69,710.97
1795,2024-09-24,Saudi Arabia,Asia,Books,Cookbook,6,68.53,411.18
1796,2025-01-13,Netherlands,Europe,Home Goods,Blender,16,638.76,10220.16
1797,2024-10-20,Australia,Oceania,Electronics,Tablet,17,1075.01,18275.17
1798,2024-05-13,United States,North America,Electronics,Headphones,33,331.48,10938.84
1799,2023-03-20,Indonesia,Asia,Books,Cookbook,1,67.34,67.34
1800,2025-06-16,Netherlands,Europe,Home Goods,Bed Frame,42,71.05,2984.1
1801,2024-06-05,United Kingdom,Europe,Home Goods,Coffee Maker,41,569.54,23351.14
1802,2023-08-15,Nigeria,Africa,Apparel,T-Shirt,50,147.94,7397.0
1803,2024-01-04,China,Asia,Electronics,Smartwatch,36,854.76,30771.36
1804,2025-05-14,Mexico,North America,Apparel,Jeans,23,106.85,2457.55
1805,2023-08-19,Saudi Arabia,Asia,Books,Fiction Novel,3,39.64,118.92
1806,2023-07-24,Egypt,Africa,Books,History Text,25,77.09,1927.25
1807,2025-04-12,Philippines,Asia,Books,Biography,40,65.08,2603.2
1808,2025-02-25,Turkey,Europe,Electronics,Smartwatch,39,825.56,32196.84
1809,2024-01-05,India,Asia,Books,Cookbook,29,40.63,1178.27
1810,2025-06-20,India,Asia,Home Goods,Bed Frame,23,505.91,11635.93
1811,2023-08-11,United Kingdom,Europe,Apparel,T-Shirt,10,38.26,382.6
1812,2025-03-30,Bangladesh,Asia,Apparel,Jeans,38,246.82,9379.16
1813,2023-07-10,United Kingdom,Europe,Home Goods,Bed Frame,30,417.45,12523.5
1814,2023-01-18,Thailand,Asia,Apparel,Sneakers,7,25.27,176.89
1815,2025-02-15,Australia,Oceania,Home Goods,Blender,1,47.11,47.11
1816,2024-02-02,Spain,Europe,Home Goods,Blender,27,74.12,2001.24
1817,2024-03-12,Philippines,Asia,Apparel,T-Shirt,47,228.06,10718.82
1818,2023-05-12,Indonesia,Asia,Books,Science Journal,40,35.64,1425.6
1819,2024-12-06,Switzerland,Europe,Home Goods,Vacuum Cleaner,39,66.58,2596.62
1820,2023-03-06,Bangladesh,Asia,Apparel,Jeans,10,84.01,840.1
1821,2024-05-30,Philippines,Asia,Electronics,Smartwatch,22,907.7,19969.4
1822,2023-03-30,Spain,Europe,Home Goods,Sofa,41,718.09,29441.69
1823,2025-01-29,Brazil,South America,Apparel,T-Shirt,18,198.91,3580.38
1824,2025-01-07,Turkey,Europe,Electronics,Headphones,28,222.31,6224.68
1825,2023-01-01,Canada,North America,Electronics,Smartwatch,18,591.54,10647.72
1826,2023-11-02,Saudi Arabia,Asia,Books,Fiction Novel,41,13.84,567.44
1827,2024-08-08,Argentina,South America,Apparel,Sneakers,26,87.96,2286.96
1828,2024-05-21,Thailand,Asia,Electronics,Smartwatch,31,348.32,10797.92
1829,2025-02-15,Australia,Oceania,Electronics,Laptop,20,1462.26,29245.2
1830,2024-11-05,Switzerland,Europe,Electronics,Smartphone,3,569.94,1709.82
1831,2025-01-22,India,Asia,Electronics,Headphones,29,593.96,17224.84
1832,2025-01-12,Vietnam,Asia,Home Goods,Sofa,48,604.42,29012.16
1833,2023-02-18,Netherlands,Europe,Electronics,Laptop,50,452.42,22621.0
1834,2025-05-22,Canada,North America,Home Goods,Coffee Maker,4,229.27,917.08
1835,2024-11-28,South Korea,Asia,Electronics,Headphones,50,1389.16,69458.0
1836,2023-07-04,Netherlands,Europe,Electronics,Laptop,25,1219.73,30493.25
1837,2024-08-09,Mexico,North America,Apparel,Jacket,18,107.98,1943.64
1838,2023-06-11,Saudi Arabia,Asia,Home Goods,Blender,43,656.49,28229.07
1839,2023-04-28,South Korea,Asia,Apparel,Sneakers,18,141.44,2545.92
1840,2023-11-01,Spain,Europe,Books,Cookbook,26,78.21,2033.46
1841,2025-02-18,United Kingdom,Europe,Books,Fiction Novel,42,26.86,1128.12
1842,2023-10-12,Vietnam,Asia,Apparel,Sneakers,13,122.78,1596.14
1843,2025-04-28,Vietnam,Asia,Electronics,Laptop,47,1468.96,69041.12
1844,2024-05-08,Australia,Oceania,Electronics,Laptop,21,283.08,5944.68
1845,2024-01-08,United States,North America,Electronics,Tablet,1,148.05,148.05
1846,2023-06-12,Turkey,Europe,Apparel,Dress,12,162.29,1947.48
1847,2024-09-22,France,Europe,Apparel,Sneakers,25,219.27,5481.75
1848,2025-06-12,Nigeria,Africa,Books,History Text,7,20.44,143.08
1849,2023-12-28,Philippines,Asia,Books,Biography,47,16.91,794.77
1850,2024-09-15,India,Asia,Apparel,Jacket,41,22.21,910.61
1851,2024-04-19,United States,North America,Apparel,Dress,18,160.18,2883.24
1852,2023-07-06,China,Asia,Electronics,Smartwatch,30,373.29,11198.7
1853,2023-09-30,Brazil,South America,Books,Cookbook,13,32.59,423.67
1854,2024-07-10,Turkey,Europe,Books,Cookbook,6,70.83,424.98
1855,2025-02-23,Pakistan,Asia,Books,Cookbook,10,79.98,799.8
1856,2024-05-20,United Kingdom,Europe,Electronics,Smartphone,21,1464.96,30764.16
1857,2024-08-11,Russia,Europe,Electronics,Smartwatch,49,822.47,40301.03
1858,2025-04-04,Spain,Europe,Electronics,Tablet,2,1208.75,2417.5
1859,2025-01-06,United States,North America,Books,Science Journal,37,24.68,913.16
1860,2024-07-24,Argentina,South America,Electronics,Headphones,29,1386.22,40200.38
1861,2023-01-01,Egypt,Africa,Books,Fiction Novel,21,75.56,1586.76
1862,2025-06-14,Germany,Europe,Home Goods,Vacuum Cleaner,17,63.58,1080.86
1863,2024-09-27,Thailand,Asia,Books,Cookbook,45,19.12,860.4
1864,2025-06-26,Japan,Asia,Apparel,Dress,39,40.35,1573.65
1865,2024-08-09,China,Asia,Home Goods,Sofa,9,261.96,2357.64
1866,2025-02-25,Switzerland,Europe,Apparel,Jeans,38,141.72,5385.36
1867,2023-10-08,India,Asia,Home Goods,Vacuum Cleaner,21,516.76,10851.96
1868,2024-10-05,India,Asia,Apparel,Jeans,31,21.39,663.09
1869,2023-10-18,Netherlands,Europe,Apparel,Sneakers,36,29.66,1067.76
1870,2024-06-15,Philippines,Asia,Apparel,Dress,7,116.21,813.47
1871,2024-03-28,Turkey,Europe,Electronics,Smartwatch,47,1275.03,59926.41
1872,2024-06-04,Turkey,Europe,Electronics,Laptop,22,933.37,20534.14
1873,2025-01-09,Australia,Oceania,Books,Fiction Novel,41,31.52,1292.32
1874,2024-11-19,Nigeria,Africa,Apparel,Jeans,39,22.17,864.63
1875,2024-05-30,South Korea,Asia,Apparel,T-Shirt,8,49.75,398.0
1876,2023-09-21,Italy,Europe,Home Goods,Blender,8,105.11,840.88
1877,2024-06-13,Germany,Europe,Books,Science Journal,17,13.68,232.56
1878,2024-07-27,Egypt,Africa,Home Goods,Coffee Maker,50,747.64,37382.0
1879,2023-11-30,Mexico,North America,Books,Fiction Novel,17,22.27,378.59
1880,2023-05-22,Turkey,Europe,Books,Fiction Novel,24,77.62,1862.88
1881,2025-04-16,Russia,Europe,Books,Science Journal,7,28.3,198.1
1882,2023-12-16,Mexico,North America,Books,Science Journal,30,38.75,1162.5
1883,2024-04-05,Brazil,South America,Apparel,Jeans,33,240.56,7938.48
1884,2024-02-09,Russia,Europe,Electronics,Smartphone,4,1266.67,5066.68
1885,2023-09-11,Italy,Europe,Electronics,Laptop,40,1306.62,52264.8
1886,2025-04-09,France,Europe,Electronics,Smartwatch,2,1257.3,2514.6
1887,2023-01-15,South Korea,Asia,Apparel,Jacket,49,130.94,6416.06
1888,2024-07-10,Vietnam,Asia,Apparel,T-Shirt,49,39.43,1932.07
1889,2024-11-27,South Africa,Africa,Apparel,Sneakers,24,205.38,4929.12
1890,2024-01-04,Nigeria,Africa,Apparel,Sneakers,21,172.81,3629.01
1891,2023-02-11,Canada,North America,Electronics,Smartwatch,19,1320.39,25087.41
1892,2024-08-04,South Korea,Asia,Electronics,Smartwatch,3,441.66,1324.98
1893,2024-02-12,Switzerland,Europe,Apparel,Dress,33,223.37,7371.21
1894,2023-01-12,France,Europe,Books,Science Journal,30,70.4,2112.0
1895,2025-07-04,Nigeria,Africa,Books,Fiction Novel,39,27.51,1072.89
1896,2023-02-09,Nigeria,Africa,Home Goods,Blender,50,795.54,39777.0
1897,2024-03-01,Turkey,Europe,Home Goods,Coffee Maker,34,584.66,19878.44
1898,2023-03-21,Brazil,South America,Apparel,Dress,29,105.63,3063.27
1899,2024-01-05,United Kingdom,Europe,Books,Science Journal,33,11.79,389.07
1900,2025-06-26,Pakistan,Asia,Books,Fiction Novel,30,68.39,2051.7
1901,2023-03-01,Thailand,Asia,Apparel,Dress,1,109.49,109.49
1902,2024-06-07,Brazil,South America,Books,Science Journal,21,40.5,850.5
1903,2023-01-19,Italy,Europe,Electronics,Laptop,37,165.19,6112.03
1904,2024-06-26,Russia,Europe,Home Goods,Bed Frame,33,83.79,2765.07
1905,2023-02-21,France,Europe,Books,Fiction Novel,16,79.41,1270.56
1906,2023-07-24,Mexico,North America,Apparel,T-Shirt,47,227.66,10700.02
1907,2023-07-07,Nigeria,Africa,Electronics,Headphones,8,952.26,7618.08
1908,2024-06-27,Mexico,North America,Home Goods,Sofa,19,180.56,3430.64
1909,2024-02-22,Indonesia,Asia,Electronics,Tablet,35,1428.43,49995.05
1910,2023-03-16,Vietnam,Asia,Books,Biography,26,31.97,831.22
1911,2023-08-18,South Korea,Asia,Electronics,Smartphone,41,369.46,15147.86
1912,2025-02-01,Vietnam,Asia,Apparel,Dress,11,25.08,275.88
1913,2024-11-28,Spain,Europe,Electronics,Smartphone,3,230.2,690.6
1914,2024-05-19,China,Asia,Apparel,T-Shirt,35,134.67,4713.45
1915,2025-01-23,Switzerland,Europe,Home Goods,Bed Frame,9,253.12,2278.08
1916,2023-05-02,Bangladesh,Asia,Apparel,Dress,41,169.88,6965.08
1917,2023-02-12,Indonesia,Asia,Books,Science Journal,13,51.29,666.77
1918,2023-05-09,India,Asia,Electronics,Smartphone,21,783.8,16459.8
1919,2024-12-20,Bangladesh,Asia,Home Goods,Blender,21,733.23,15397.83
1920,2024-07-21,Brazil,South America,Home Goods,Vacuum Cleaner,10,656.81,6568.1
1921,2024-10-22,Saudi Arabia,Asia,Books,History Text,43,62.81,2700.83
1922,2024-06-19,Bangladesh,Asia,Apparel,Jeans,3,230.39,691.17
1923,2023-10-16,Switzerland,Europe,Electronics,Laptop,10,904.75,9047.5
1924,2025-07-26,United States,North America,Electronics,Laptop,50,1112.31,55615.5
1925,2024-10-16,Spain,Europe,Apparel,Sneakers,4,37.82,151.28
1926,2023-10-08,Egypt,Africa,Books,History Text,32,22.26,712.32
1927,2023-10-22,United Kingdom,Europe,Apparel,Sneakers,7,219.96,1539.72
1928,2025-01-29,Bangladesh,Asia,Apparel,Sneakers,38,218.75,8312.5
1929,2024-11-15,United Kingdom,Europe,Electronics,Headphones,6,799.42,4796.52
1930,2025-04-19,Saudi Arabia,Asia,Apparel,Jacket,35,78.63,2752.05
1931,2023-09-15,China,Asia,Electronics,Tablet,19,596.46,11332.74
1932,2023-07-08,Japan,Asia,Books,History Text,47,79.63,3742.61
1933,2024-05-14,India,Asia,Electronics,Headphones,15,492.93,7393.95
1934,2024-03-25,Brazil,South America,Books,History Text,47,49.25,2314.75
1935,2023-02-12,Australia,Oceania,Books,History Text,17,65.84,1119.28
1936,2024-02-14,United Kingdom,Europe,Apparel,Sneakers,29,28.09,814.61
1937,2023-07-11,Italy,Europe,Electronics,Laptop,8,1416.75,11334.0
1938,2023-07-31,Turkey,Europe,Electronics,Laptop,21,1472.87,30930.27
1939,2023-08-23,Italy,Europe,Books,History Text,47,69.7,3275.9
1940,2024-12-24,United States,North America,Apparel,Jacket,18,74.83,1346.94
1941,2024-11-16,South Korea,Asia,Books,Science Journal,36,73.7,2653.2
1942,2024-08-28,Malaysia,Asia,Electronics,Smartwatch,3,1047.63,3142.89
1943,2023-04-03,Malaysia,Asia,Apparel,Jacket,9,161.11,1449.99
1944,2025-01-14,Russia,Europe,Apparel,Dress,6,201.17,1207.02
1945,2023-11-05,Turkey,Europe,Books,Biography,31,31.35,971.85
1946,2024-01-30,Mexico,North America,Apparel,Dress,20,189.64,3792.8
1947,2025-07-03,Indonesia,Asia,Apparel,Jeans,38,106.08,4031.04
1948,2025-04-21,United Kingdom,Europe,Books,Fiction Novel,50,76.17,3808.5
1949,2024-05-23,Spain,Europe,Electronics,Smartphone,28,1481.62,41485.36
1950,2024-11-23,Egypt,Africa,Books,Science Journal,48,13.15,631.2
1951,2025-03-13,Turkey,Europe,Home Goods,Blender,36,88.76,3195.36
1952,2025-01-29,Pakistan,Asia,Books,Fiction Novel,17,12.63,214.71
1953,2024-05-07,France,Europe,Home Goods,Sofa,25,534.97,13374.25
1954,2023-08-17,Bangladesh,Asia,Home Goods,Vacuum Cleaner,39,48.28,1882.92
1955,2023-07-22,Philippines,Asia,Electronics,Smartphone,48,698.33,33519.84
1956,2024-05-02,Malaysia,Asia,Electronics,Smartwatch,11,115.22,1267.42
1957,2024-05-06,Russia,Europe,Books,History Text,25,45.42,1135.5
1958,2023-11-24,Bangladesh,Asia,Books,Fiction Novel,23,44.73,1028.79
1959,2024-06-17,Nigeria,Africa,Electronics,Headphones,28,459.08,12854.24
1960,2025-02-24,Saudi Arabia,Asia,Home Goods,Sofa,27,582.98,15740.46
1961,2024-08-24,Switzerland,Europe,Home Goods,Sofa,46,100.09,4604.14
1962,2024-03-12,Argentina,South America,Books,Science Journal,18,75.41,1357.38
1963,2024-08-27,Philippines,Asia,Books,Fiction Novel,26,19.93,518.18
1964,2024-01-03,Philippines,Asia,Electronics,Tablet,44,1184.11,52100.84
1965,2024-08-03,Pakistan,Asia,Apparel,T-Shirt,15,36.45,546.75
1966,2025-01-09,Canada,North America,Home Goods,Blender,7,293.08,2051.56
1967,2025-07-06,China,Asia,Electronics,Tablet,28,970.79,27182.12
1968,2025-04-14,Canada,North America,Apparel,Sneakers,29,65.27,1892.83
1969,2024-05-10,Malaysia,Asia,Apparel,Jacket,48,124.75,5988.0
1970,2023-12-05,South Africa,Africa,Electronics,Smartphone,32,1349.29,43177.28
1971,2024-12-28,Indonesia,Asia,Home Goods,Sofa,46,337.65,15531.9
1972,2023-11-07,Canada,North America,Apparel,Sneakers,22,223.12,4908.64
1973,2024-07-02,South Africa,Africa,Books,Fiction Novel,6,60.67,364.02
1974,2024-09-19,France,Europe,Home Goods,Bed Frame,8,757.77,6062.16
1975,2024-04-02,Germany,Europe,Electronics,Smartphone,20,1199.72,23994.4
1976,2023-01-14,India,Asia,Electronics,Tablet,43,645.87,27772.41
1977,2024-04-27,United States,North America,Electronics,Smartwatch,21,1469.84,30866.64
1978,2024-07-27,Philippines,Asia,Books,History Text,47,48.43,2276.21
1979,2024-12-08,France,Europe,Home Goods,Vacuum Cleaner,1,76.31,76.31
1980,2024-01-11,China,Asia,Books,History Text,39,10.18,397.02
1981,2023-03-30,Malaysia,Asia,Books,Science Journal,24,54.0,1296.0
1982,2024-06-19,South Africa,Africa,Electronics,Tablet,43,533.65,22946.95
1983,2023-08-16,Turkey,Europe,Apparel,Jeans,47,158.97,7471.59
1984,2023-07-20,India,Asia,Apparel,Dress,29,161.41,4680.89
1985,2025-01-01,Nigeria,Africa,Electronics,Headphones,46,962.97,44296.62
1986,2023-12-29,Indonesia,Asia,Home Goods,Bed Frame,13,400.49,5206.37
1987,2023-02-23,Bangladesh,Asia,Electronics,Laptop,37,1487.35,55031.95
1988,2024-03-13,Turkey,Europe,Electronics,Tablet,49,1362.9,66782.1
1989,2023-05-24,Spain,Europe,Electronics,Laptop,24,415.23,9965.52
1990,2025-07-25,Vietnam,Asia,Books,History Text,29,12.97,376.13
1991,2025-04-19,United Kingdom,Europe,Home Goods,Sofa,50,651.95,32597.5
1992,2024-10-24,South Korea,Asia,Apparel,Jacket,38,201.03,7639.14
1993,2023-01-08,Bangladesh,Asia,Apparel,T-Shirt,38,94.33,3584.54
1994,2025-03-13,Saudi Arabia,Asia,Electronics,Smartwatch,50,1012.84,50642.0
1995,2023-05-09,Netherlands,Europe,Books,Fiction Novel,35,13.81,483.35
1996,2023-04-26,Germany,Europe,Electronics,Headphones,40,300.72,12028.8
1997,2023-12-20,Bangladesh,Asia,Apparel,T-Shirt,35,221.64,7757.4
1998,2024-01-28,Russia,Europe,Books,Science Journal,32,59.27,1896.64
1999,2024-12-06,Switzerland,Europe,Books,Cookbook,43,40.05,1722.15
2000,2023-01-24,Thailand,Asia,Apparel,T-Shirt,10,137.5,1375.0
2001,2025-01-01,Indonesia,Asia,Electronics,Tablet,45,1441.11,64849.95
2002,2024-03-21,Spain,Europe,Home Goods,Coffee Maker,34,709.54,24124.36
2003,2024-12-02,Egypt,Africa,Books,History Text,20,75.04,1500.8
2004,2023-01-04,Netherlands,Europe,Home Goods,Bed Frame,18,749.02,13482.36
2005,2025-07-18,Australia,Oceania,Books,Fiction Novel,24,49.28,1182.72
2006,2024-02-18,Turkey,Europe,Electronics,Headphones,13,952.55,12383.15
2007,2024-01-10,South Korea,Asia,Electronics,Smartwatch,29,485.62,14082.98
2008,2024-11-25,Canada,North America,Books,Cookbook,37,15.17,561.29
2009,2025-04-27,Russia,Europe,Electronics,Laptop,20,899.47,17989.4
2010,2023-06-29,Turkey,Europe,Electronics,Smartwatch,38,698.06,26526.28
2011,2025-02-03,Brazil,South America,Home Goods,Sofa,11,595.21,6547.31
2012,2023-07-12,China,Asia,Apparel,Jacket,13,94.66,1230.58
2013,2023-01-08,United States,North America,Home Goods,Bed Frame,11,495.21,5447.31
2014,2023-02-19,Canada,North America,Apparel,Jeans,34,132.72,4512.48
2015,2025-07-15,Philippines,Asia,Books,Fiction Novel,2,32.59,65.18
2016,2025-03-17,Mexico,North America,Apparel,Jacket,4,24.03,96.12
2017,2023-05-07,China,Asia,Electronics,Smartwatch,21,1359.5,28549.5
2018,2024-10-27,Brazil,South America,Books,Cookbook,22,52.27,1149.94
2019,2025-06-28,Nigeria,Africa,Books,Fiction Novel,44,68.81,3027.64
2020,2025-01-22,Malaysia,Asia,Books,Biography,30,19.41,582.3
2021,2023-01-07,Nigeria,Africa,Home Goods,Coffee Maker,45,338.91,15250.95
2022,2024-02-29,Netherlands,Europe,Home Goods,Bed Frame,50,572.41,28620.5
2023,2025-05-14,Russia,Europe,Apparel,Jacket,24,35.72,857.28
2024,2024-12-25,Thailand,Asia,Home Goods,Bed Frame,16,504.48,8071.68
2025,2023-12-24,Italy,Europe,Home Goods,Bed Frame,7,108.34,758.38
2026,2023-07-09,Thailand,Asia,Books,Science Journal,18,23.71,426.78
2027,2025-04-25,Russia,Europe,Home Goods,Vacuum Cleaner,19,669.93,12728.67
2028,2023-11-04,Australia,Oceania,Electronics,Smartphone,26,850.78,22120.28
2029,2024-06-03,India,Asia,Apparel,Sneakers,26,188.72,4906.72
2030,2024-06-09,France,Europe,Home Goods,Coffee Maker,42,131.24,5512.08
2031,2024-07-22,South Korea,Asia,Home Goods,Vacuum Cleaner,32,192.97,6175.04
2032,2023-02-18,Australia,Oceania,Books,Biography,43,21.72,933.96
2033,2024-12-26,Australia,Oceania,Home Goods,Bed Frame,25,598.09,14952.25
2034,2025-04-01,Australia,Oceania,Books,Science Journal,42,22.21,932.82
2035,2024-02-08,Russia,Europe,Electronics,Headphones,35,923.19,32311.65
